Observation ID,Common Name,Scientific Name,Family,Genus,Observed Length (m),Observed Weight (kg),Age Class,Sex,Date of Observation,Country/Region,Habitat Type,Conservation Status,Observer Name,Notes
354,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,0.88,20.5,Juvenile,Male,15-03-2005,Australia,Gorges,Least Concern,Jessica Williamson,Term thought into simply part station result hour voice occur movie political region.
355,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,2.92,139.4,Adult,Unknown,07-05-2006,Cuba,Swamps,Critically Endangered,Brian Bryant,There early Mrs worker always.
356,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,1.09,13.9,Subadult,Female,01-04-2021,Congo (DRC),Slow Streams,Data Deficient,Phillip Estes,Fact huge fight still leave.
357,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,2.64,129.9,Adult,Female,05-06-2021,Gabon,Swamps,Endangered,Louis Brown,Tough less position bed may conference one thus national hotel food agent law to time think bed.
358,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,0.65,97.9,Hatchling,Male,20-10-2024,Venezuela,Flooded Savannas,Critically Endangered,Matthew Dawson,Responsibility but box last guy model himself.
359,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.5,97.3,Subadult,Female,12-03-2014,Indonesia (Papua),Lakes,Least Concern,Kayla Herring,Nearly analysis color friend the television class.
360,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,0.15,5.4,Hatchling,Male,12-11-2025,Sierra Leone,Small Streams,Vulnerable,Randy Williams,Finally shoulder land phone brother capital.
361,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,2.87,168,Adult,Female,12-11-2016,Guinea,Shaded Forest Rivers,Critically Endangered,Marcus King,Marriage material space part management describe process law kind over according.
362,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.02,92.5,Juvenile,Unknown,09-07-2017,Colombia,Coastal Lagoons,Vulnerable,Diana Fuller,Any challenge president already take project study fear turn.
363,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,3.28,217.2,Adult,Unknown,19-07-2008,Ghana,Swamps,Critically Endangered,Jason Thompson,Particularly reality organization skin concern lay often use behavior federal.
364,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,1.46,41.8,Juvenile,Unknown,09-10-2025,Indonesia (Papua),Swamps,Least Concern,James Jones,Successful assume likely business teacher forget including decide decade around number without more because.
365,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,2.28,114,Adult,Unknown,20-06-2016,Ghana,Shaded Forest Rivers,Critically Endangered,Lisa French,Interview summer employee offer perhaps until.
366,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.16,558.3,Subadult,Unknown,03-08-2025,India,Estuaries,Least Concern,Kathleen Daniel,Manage conference participant remember without ability agency personal brother summer son yourself increase.
367,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,2.08,88.4,Adult,Female,03-11-2005,Congo Basin Countries,Swamps,Endangered,Justin Walsh,Political real effort attack.
368,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.78,696,Adult,Male,02-11-2011,Philippines,Estuaries,Least Concern,Joshua Wang,Rate game right pattern ahead compare form full.
369,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,1.28,19,Adult,Female,20-11-2021,Congo (DRC),Forest Swamps,Data Deficient,Sydney Robles,Loss physical throughout Mr friend six including sea strong.
370,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,2.04,59.3,Subadult,Male,15-10-2015,Australia,Billabongs,Least Concern,Nathaniel Stewart,Affect officer forward trouble somebody at chance subject fund heart move coach paper cost bring.
371,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,2.04,65.8,Subadult,Male,25-01-2020,Philippines,Rivers,Critically Endangered,Elizabeth Hodge,Even beautiful theory he stop few modern.
372,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,3.03,145.9,Subadult,Unknown,09-04-2008,Papua New Guinea,Freshwater Wetlands,Least Concern,James Johnson,Tree kitchen agent lot matter couple type.
373,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,1.42,33.3,Juvenile,Female,24-07-2020,Philippines,Rivers,Critically Endangered,Kelly Rowe,Show better word might yeah day already hold ten break.
374,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,2.22,95,Subadult,Male,04-08-2020,Congo Basin Countries,Forest Rivers,Endangered,Andrew Charles,Four threat billion she seat against serve police.
375,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,0.78,6.5,Juvenile,Female,24-10-2019,Liberia,Small Streams,Vulnerable,Curtis Mitchell,Five kid brother chance event address performance method.
376,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.1,513.9,Adult,Female,15-11-2015,Sudan,Rivers,Least Concern,Gregory Flores,Wall sound off commercial find throughout.
377,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,1.61,40.4,Subadult,Female,21-12-2012,Philippines,Freshwater Marshes,Critically Endangered,Amber Johnson,Black approach interview condition other or structure record pattern.
378,Siamese Crocodile,Crocodylus siamensis,Crocodylidae,Crocodylus,0.43,28.5,Hatchling,Male,31-08-2012,Vietnam,Oxbow Lakes,Critically Endangered,Robert Marquez,Bad type share nothing behavior sort recognize best financial popular.
379,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.25,194.1,Subadult,Female,28-05-2025,Venezuela,Mangroves,Vulnerable,Julie Meza,Technology pay tree hot record professor small think law air.
380,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,0.84,9.9,Juvenile,Male,25-08-2014,Congo (DRC),Forest Swamps,Data Deficient,Gregory Murray,Executive give offer meet if research blood news.
381,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.07,352.7,Adult,Female,28-09-2024,Colombia,Brackish Rivers,Vulnerable,Eric Murray,Including per nature wind himself future sport opportunity six itself skin name door.
382,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,0.88,37.6,Juvenile,Unknown,03-11-2018,Liberia,Shaded Forest Rivers,Critically Endangered,Angela Galvan,Student boy other foot best knowledge final image our rate others.
383,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,3.25,186.3,Adult,Unknown,28-07-2019,Nepal,Rivers,Vulnerable,Erin Newman,Bed stage thought tough player a chair chance.
384,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,2.72,155.3,Adult,Female,29-12-2009,Congo Basin Countries,Forest Rivers,Endangered,Jean Lane,Day theory feel some quickly truth view.
385,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.14,196.7,Adult,Male,04-08-2014,Colombia,Coastal Lagoons,Vulnerable,Suzanne Mooney,Account worry identify camera family hard nature apply reflect star grow technology tend dog reduce hour.
386,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.6,106.1,Adult,Male,05-09-2016,Papua New Guinea,Swamps,Least Concern,James James,Deep community cause new successful growth individual eye their by activity possible century those price window.
387,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.12,1139.7,Adult,Male,14-07-2011,Papua New Guinea,Coastal Wetlands,Least Concern,Chad Shaffer,Throw receive us perhaps lawyer interest star his difficult interesting account.
388,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,1.58,36.6,Juvenile,Unknown,25-03-2016,Australia,Freshwater Rivers,Least Concern,Dr. Michael Adams DVM,Happen within nothing relate both loss real center rule worker worker single let back three because line score.
389,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,3.27,191.8,Adult,Female,09-01-2007,Cuba,Swamps,Critically Endangered,Angela Schultz,Fine apply gas sing light mention light safe inside whether.
390,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,1.82,59,Adult,Unknown,24-09-2018,Mexico,Rivers,Least Concern,Donna Johnson,See risk nor article list college appear wrong speak person expert bar measure surface everyone car exactly tax add.
391,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,0.9,37.1,Juvenile,Male,31-05-2014,Niger,Lakes,Least Concern,Christopher Vargas,Process have compare site door Congress month almost worker whose.
392,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,2.06,63.1,Subadult,Unknown,10-02-2023,Australia,Gorges,Least Concern,Samantha Monroe,Side draw key point decision same generation politics sense break cold human feeling second.
393,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,0.64,47.8,Hatchling,Unknown,04-07-2017,Sri Lanka,Lakes,Vulnerable,Kim James,Listen certain that activity until large question which.
394,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,0.79,48.4,Juvenile,Male,28-01-2020,Cuba,Freshwater Wetlands,Critically Endangered,Amanda Hardin,What it truth teach friend environment better pressure hospital significant see same open.
395,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,2.81,110.9,Adult,Female,24-07-2015,Papua New Guinea,Freshwater Wetlands,Least Concern,George Vaughn,Finish action across attack in moment rate goal.
396,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.6,89.9,Adult,Unknown,12-11-2016,Papua New Guinea,Swamps,Least Concern,Darlene Johnson,Begin voice prevent structure wear point remain build task candidate prevent tonight not.
397,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,1.66,51.4,Juvenile,Unknown,01-03-2016,Malaysia (Borneo),Rivers,Data Deficient,Stephanie Dominguez,Far produce away law yet show realize property.
398,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,1.91,54.2,Adult,Female,08-01-2006,Australia,Billabongs,Least Concern,Dawn Norman,Since him four art western enough key man up particular condition man century.
399,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,1.46,34.7,Adult,Female,16-03-2022,Philippines,Freshwater Marshes,Critically Endangered,Colleen Schneider,Resource billion authority number economy knowledge to chance policy usually professor entire.
400,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.42,76,Subadult,Male,20-10-2015,Papua New Guinea,Rivers,Least Concern,Summer Andrews,Remain side long identify road speech audience difficult his ready sister building movement yard four field.
401,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,1.73,36.9,Adult,Unknown,07-01-2017,Congo (DRC),Forest Swamps,Data Deficient,Zachary Holland,Movement which ball least short possible computer always his course receive.
402,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,2.41,75,Adult,Male,08-05-2018,Papua New Guinea,Rivers,Least Concern,Lydia Howard,Those just country along agent you draw.
403,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,0.53,263.9,Hatchling,Unknown,24-07-2005,Papua New Guinea,Mangroves,Least Concern,Ricky Schneider,Move strong last yet already argue skin amount brother southern project.
404,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,3.12,166.5,Adult,Unknown,24-12-2007,Papua New Guinea,Rivers,Least Concern,Michael Sawyer,Scientist do author save.
405,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,3.07,158.5,Adult,Male,23-06-2012,Côte d'Ivoire,Shaded Forest Rivers,Critically Endangered,Alec Meadows DDS,Red candidate common anyone film soldier.
406,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,0.46,5.2,Juvenile,Unknown,28-02-2012,Côte d'Ivoire,Forest Swamps,Vulnerable,Christopher Garza,Box organization past as dark front structure.
407,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,2.92,146.9,Subadult,Unknown,29-06-2010,Cuba,Freshwater Wetlands,Critically Endangered,Jennifer Martinez,National focus who degree animal community as event serious collection have close during.
408,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.02,62.4,Subadult,Unknown,16-05-2018,Indonesia (Papua),Rivers,Least Concern,Brandi Moody,Partner sing administration main according conference become prepare thought indicate southern significant realize deal policy.
409,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,1.89,42.6,Adult,Female,26-09-2017,Australia,Freshwater Rivers,Least Concern,Jennifer Hurley,Reality other response partner because step feeling industry newspaper court worry with peace television would medical less.
410,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,1.88,60.1,Juvenile,Female,17-10-2013,Mexico,Lagoons,Least Concern,Christine Brown,Someone rate why listen computer prove amount population.
411,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,1.78,55.6,Juvenile,Male,24-05-2016,Papua New Guinea,Swamps,Least Concern,Jeffrey Cook,Analysis science understand compare size machine break time.
412,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,1.04,31.5,Juvenile,Female,11-08-2013,Papua New Guinea,Swamps,Least Concern,Leslie Nguyen,Section together discover body direction down include.
413,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,2.99,134.5,Adult,Male,01-08-2021,Malaysia (Borneo),Rivers,Data Deficient,Steven Jones,Machine three certain until lawyer hold carry rest place wish dark camera realize arrive carry surface learn.
414,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,1.84,60.9,Juvenile,Female,06-05-2012,Indonesia (Papua),Rivers,Least Concern,Greg Tanner,Church some well town official need discover in.
415,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.07,195.5,Adult,Unknown,07-05-2008,Colombia,Mangroves,Vulnerable,Shannon Robinson,Student evidence role save east force often through option chance off above woman always.
416,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,2.92,161,Subadult,Female,02-01-2007,Ghana,Shaded Forest Rivers,Critically Endangered,Randy Johnson,Hour special recent better manager bar send really image design grow dream your administration protect class learn.
417,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,0.48,35.1,Hatchling,Male,26-04-2024,Niger,Rivers,Least Concern,Lauren Bray,Sign them if smile have less plant team audience throw.
418,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,3.44,197.1,Adult,Unknown,21-11-2008,Malaysia (Borneo),Rivers,Data Deficient,Andrew Simmons,Recently partner offer debate range per friend usually.
419,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,1.52,22.6,Adult,Female,04-10-2019,Central African Republic,Forest Swamps,Data Deficient,Susan Cox,Book half people half.
420,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,2.11,77.1,Subadult,Unknown,25-05-2023,Cuba,Swamps,Critically Endangered,Justin Jones,Catch friend much power say sell that reflect send.
421,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,2.66,116.2,Adult,Female,13-10-2025,Iran (historic),Reservoirs,Vulnerable,Erica Hurst,Quite everyone as generation main money but.
422,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.18,473.1,Juvenile,Female,06-06-2015,Philippines,Estuaries,Least Concern,Meghan Patel,Later happy pull really within third could this beautiful hospital condition when baby.
423,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.02,183.4,Adult,Unknown,04-01-2012,Venezuela,Coastal Lagoons,Vulnerable,Brian Hernandez,Themselves minute physical fall wide must car get.
424,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,1.51,28.4,Subadult,Female,04-10-2008,Congo (DRC),Slow Streams,Data Deficient,Matthew Carter,Against soon strong mind from official.
